"COMMUNE_CODE";"COMMUNE_NOM";"CARBURANT";"CRIT_AIR";"STATUT_UTILISATEUR";"GROUPE";"CATEGORIE";"PARC_2011";"PARC_2012";"PARC_2013";"PARC_2014";"PARC_2015";"PARC_2016";"PARC_2017";"PARC_2018";"PARC_2019";"PARC_2020";"PARC_2021";"PARC_2022";"PARC_2023";"PARC_2024";"PARC_2025"
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Particulier";"PL";"AUTREPL";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";0;1;2;2;2;2;2;2;2;1;2;2;2;2;2
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";0;1;1;1;1;1;2;2;2;2;2;2;2;2;2
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;1;1;1;1;1;1;1;1;2;2;1;1;1;1
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";1;1;0;0;0;0;1;1;1;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";3;4;2;2;2;3;3;2;2;1;1;2;2;2;3
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";1;1;2;2;1;1;1;1;1;1;1;1;1;1;1
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;1;2;4;4;1;0;0;0;1;2;2;56;55;53
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";2;3;4;1;1;1;2;1;1;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";9;26;26;26;25;25;24;24;22;21;26;29;27;20;18
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";10;12;11;10;10;9;9;9;7;8;5;5;7;5;5
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";3;4;5;5;5;6;4;3;2;2;3;1;1;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Non classé";"Particulier";"VP";"VP";5;9;9;6;5;5;5;3;2;3;4;3;3;0;0
"77000";"Inconnu (Seine-et-Marne)";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";0;5;6;5;4;5;6;6;5;10;14;18;19;17;14
"77000";"Inconnu (Seine-et-Marne)";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";2;4;7;6;5;7;7;9;6;8;8;6;4;4;4
"77000";"Inconnu (Seine-et-Marne)";"Essence";"Non classé";"Particulier";"VP";"VP";4;6;8;5;5;6;5;6;6;5;6;6;5;3;3
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";0;2;2;1;1;0;0;0;0;1;1;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";0;0;4;7;7;8;9;9;9;11;15;23;19;12;10
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";0;1;4;2;2;1;1;2;1;4;3;6;4;3;4
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";0;0;1;1;1;2;1;1;3;0;0;0;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;1;4;3;3;3;2;0;0;1;2;127;124;119
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;0;0;1;1;2;2;2;2;1;1;0;9;9;9
"77000";"Inconnu (Seine-et-Marne)";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;3;5;6;6;5
"77000";"Inconnu (Seine-et-Marne)";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;2;2;32;32;28
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 3";"Professionel";"TCP";"CAR";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"77000";"Inconnu (Seine-et-Marne)";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"77000";"Inconnu (Seine-et-Marne)";"Electrique";"Crit'Air E";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;2;2;2
"77000";"Inconnu (Seine-et-Marne)";"Essence";"Crit'Air 1";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"77000";"Inconnu (Seine-et-Marne)";"Essence HNR";"Crit'Air 1";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"77000";"Inconnu (Seine-et-Marne)";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"77000";"Inconnu (Seine-et-Marne)";"Diesel HNR";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;3;3;3
"77000";"Inconnu (Seine-et-Marne)";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;4;4;4
"77000";"Inconnu (Seine-et-Marne)";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;11;11;11
"77000";"Inconnu (Seine-et-Marne)";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;17;17;17
"77000";"Inconnu (Seine-et-Marne)";"Diesel";"Crit'Air 4";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Particulier";"PL";"AUTREPL";0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Professionel";"PL";"CAMION";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Professionel";"PL";"CAMION";2;0;0;0;0;1;1;1;1;1;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Particulier";"PL";"CAMION";2;1;2;1;1;1;1;1;1;0;1;1;1;1;1
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Professionel";"PL";"TRACTEUR";0;2;1;1;1;0;0;1;1;1;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Professionel";"PL";"TRACTEUR";1;2;1;1;1;0;0;0;0;0;0;0;0;1;1
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";3;3;3;3;2;2;1;1;1;1;2;2;1;1;1
"77001";"Achères-la-Forêt";"Gaz";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;3;4;6;6;7;8;13;15;14;19;25;27;23;35
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";9;9;10;6;8;9;9;8;7;6;4;3;3;1;1
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";5;9;7;8;10;12;15;16;17;15;15;14;15;16;16
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";4;4;3;3;3;2;2;2;1;2;2;2;2;2;3
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";15;14;17;18;11;13;16;17;16;13;12;12;13;12;8
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";11;11;8;12;11;10;13;15;11;9;8;8;6;6;8
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";3;3;4;2;1;1;1;2;2;1;1;2;2;2;1
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";24;23;26;23;19;19;21;14;13;12;9;6;7;3;4
"77001";"Achères-la-Forêt";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";3;3;3;6;8;5;3;1;2;2;1;1;1;1;1
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";1;1;1;2;1;0;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";3;3;2;3;4;3;3;2;3;1;1;1;1;1;1
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";2;3;3;3;2;3;2;3;1;1;1;2;1;2;2
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";2;1;2;2;1;1;1;1;2;2;0;0;1;1;2
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";2;1;1;1;1;1;1;1;1;1;1;1;1;2;1
"77001";"Achères-la-Forêt";"Essence";"Non classé";"Particulier";"VUL";"CAMPCAR";1;2;2;1;1;1;1;0;0;0;0;0;1;1;1
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";1;1;1;1;1;1;1;0;0;0;0;2;2;4;6
"77001";"Achères-la-Forêt";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";7;6;6;4;5;3;2;2;1;1;2;2;2;5;6
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";2;3;3;2;1;3;6;4;7;7;11;10;11;8;4
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";20;51;92;111;137;174;197;228;249;275;281;284;285;283;279
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";182;185;194;189;183;173;172;172;159;147;139;130;112;109;88
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";2;2;2;1;1;1;1;1;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";147;142;136;139;122;116;119;100;89;81;69;58;56;47;40
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";62;61;57;49;43;40;32;29;22;21;21;20;17;15;15
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Particulier";"VP";"VP";82;69;50;44;37;28;23;20;15;9;7;5;4;3;3
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";5;13;19;35;53;72;89;100;123;148;164;182;200;189;209
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";65;68;68;65;73;70;75;76;69;72;63;61;66;69;66
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";111;104;100;97;100;91;79;74;72;65;62;59;52;49;47
"77001";"Achères-la-Forêt";"Essence";"Non classé";"Particulier";"VP";"VP";105;94;73;63;54;50;43;38;38;35;29;28;29;18;16
"77001";"Achères-la-Forêt";"Essence HNR";"Crit'Air 2";"Particulier";"VP";"VP";2;2;2;2;2;1;1;1;0;0;1;1;1;1;1
"77001";"Achères-la-Forêt";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";2;1;1;2;3;3;2;2;3;3;3;8;9;14;19
"77001";"Achères-la-Forêt";"Inconnu";"Non classé";"Particulier";"VP";"VP";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Professionel";"PL";"TRACTEUR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;1;1;1;1;1;1;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;1;1;1;1;2;2;3;4;6;12;18;30;29
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";0;0;1;1;2;3;2;1;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;0;1;0;1;1;2;2;1;1;3;2;2;1;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;0;0;2;3;3;4;5;6;6;4;3;3;2;3
"77001";"Achères-la-Forêt";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;2;2;2;5;5;6;9;18;22;22;34;43
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Professionel";"PL";"AUTREPL";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;1;1;3;3;7;15;17;23;20;26;31;35
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Particulier";"PL";"AUTREPL";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Non classé";"Particulier";"PL";"TRACTEUR";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 1";"Professionel";"VUL";"DERIVP";0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Particulier";"VUL";"VASP";0;0;0;0;2;2;2;2;3;1;1;1;1;1;0
"77001";"Achères-la-Forêt";"Gaz";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;2;3;2;2;3;5;4;4;6
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Professionel";"PL";"TRACTEUR";0;0;0;0;0;0;0;1;1;1;1;1;2;2;2
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;1;2;2;2;2;2;1;2;2
"77001";"Achères-la-Forêt";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;1;1;2;2;2;3;3;4
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 2";"Professionel";"PL";"CAMION";0;0;0;0;0;0;0;1;2;2;2;3;3;3;2
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
"77001";"Achères-la-Forêt";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;1;1;1;1;1;2;4;6
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Professionel";"PL";"AUTREPL";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
"77001";"Achères-la-Forêt";"Essence";"Non classé";"Professionel";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;1;1;0;0;1;4
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Professionel";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 3";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 3";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"77001";"Achères-la-Forêt";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;2;2;2;1
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Particulier";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 1";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;2;2;2
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Professionel";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"77001";"Achères-la-Forêt";"Electrique";"Crit'Air E";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"77001";"Achères-la-Forêt";"Essence";"Crit'Air 1";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Professionel";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"77001";"Achères-la-Forêt";"Gaz";"Crit'Air 1";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"77001";"Achères-la-Forêt";"Diesel";"Crit'Air 4";"Particulier";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"77001";"Achères-la-Forêt";"Diesel HNR";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"77002";"Amillis";"Diesel";"Non classé";"Particulier";"PL";"CAMION";3;2;2;2;2;2;2;2;1;0;0;0;0;0;0
"77002";"Amillis";"Essence";"Non classé";"Professionel";"VUL";"CAMTTE";1;1;1;1;1;1;2;1;1;2;2;2;1;1;1
"77002";"Amillis";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";1;5;8;12;15;20;22;24;28;34;40;38;46;54;53
"77002";"Amillis";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";27;28;27;20;19;15;16;14;12;12;8;9;10;9;9
"77002";"Amillis";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";8;11;15;17;17;18;16;19;18;17;17;21;16;13;11
"77002";"Amillis";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";4;3;5;5;5;4;3;1;1;2;1;2;1;3;4
"77002";"Amillis";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";18;16;16;23;23;21;21;20;23;22;23;19;16;13;14
"77002";"Amillis";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";2;1;0;0;1;1;1;1;1;1;1;1;1;1;1
"77002";"Amillis";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";9;7;6;7;5;6;6;4;4;4;5;3;4;3;3
"77002";"Amillis";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";8;3;2;4;4;2;2;1;1;0;0;1;0;0;0
"77002";"Amillis";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";28;27;23;17;15;13;15;19;13;10;9;7;7;7;7
"77002";"Amillis";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";5;3;3;4;5;6;4;4;2;0;1;1;1;1;3
"77002";"Amillis";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";1;1;0;0;0;0;0;0;0;0;0;1;1;1;0
"77002";"Amillis";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;2;2;2;3;3;3;5;5;3;4;3;3;3;1
"77002";"Amillis";"Diesel";"Non classé";"Professionel";"VUL";"DERIVP";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
"77002";"Amillis";"Diesel";"Crit'Air 5";"Professionel";"VUL";"DERIVP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77002";"Amillis";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"77002";"Amillis";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";2;2;1;1;1;2;1;1;1;1;1;1;1;1;2
"77002";"Amillis";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";4;5;6;5;4;3;2;1;1;0;0;0;1;0;0
"77002";"Amillis";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";1;1;2;2;2;2;2;2;3;0;1;2;2;3;4
"77002";"Amillis";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";1;1;2;1;1;1;1;2;1;1;1;1;1;1;1
"77002";"Amillis";"Essence";"Non classé";"Particulier";"VUL";"CAMPCAR";1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
"77002";"Amillis";"Diesel";"Crit'Air 3";"Professionel";"VUL";"VASP";1;1;1;1;1;1;1;2;2;2;0;0;0;0;0
"77002";"Amillis";"Essence";"Non classé";"Particulier";"VUL";"VASP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77002";"Amillis";"Essence HNR";"Crit'Air 2";"Professionel";"VP";"VP";1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
"77002";"Amillis";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;1;1;1;1;0;0;0;0;1;1;0;1;2;2
"77002";"Amillis";"Diesel";"Non classé";"Professionel";"VP";"VP";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"77002";"Amillis";"Essence HNR";"Crit'Air 2";"Particulier";"VP";"VP";1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
"77002";"Amillis";"Essence";"Crit'Air 3";"Professionel";"VP";"VP";1;1;1;1;1;1;1;1;1;1;0;0;0;2;2
"77002";"Amillis";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";1;1;1;1;1;1;1;2;1;0;0;0;0;1;5
"77002";"Amillis";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";1;1;0;0;0;1;1;1;1;1;1;0;0;1;1
"77002";"Amillis";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";3;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"77002";"Amillis";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";1;2;4;4;4;1;4;8;8;9;7;6;8;8;8
"77002";"Amillis";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";7;26;42;51;64;85;100;106;130;146;153;167;173;177;170
"77002";"Amillis";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";9;9;6;5;5;4;2;1;1;2;3;3;3;3;5
"77002";"Amillis";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";102;117;118;127;132;127;125;121;116;101;95;87;84;73;69
"77002";"Amillis";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";96;98;99;97;96;91;91;85;67;62;59;47;50;44;46
"77002";"Amillis";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";40;43;40;34;37;31;30;27;26;23;16;9;10;8;8
"77002";"Amillis";"Diesel";"Non classé";"Particulier";"VP";"VP";65;58;50;44;42;36;25;22;13;5;8;7;7;4;2
"77002";"Amillis";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";2;6;10;16;21;28;30;40;49;63;73;89;94;101;108
"77002";"Amillis";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";17;22;20;17;18;23;24;28;26;23;24;27;25;30;29
"77002";"Amillis";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";60;47;53;53;56;47;51;52;45;47;39;33;31;30;29
"77002";"Amillis";"Essence";"Non classé";"Particulier";"VP";"VP";66;54;45;38;35;34;26;22;24;16;9;15;10;8;7
"77002";"Amillis";"Inconnu";"Non classé";"Particulier";"VP";"VP";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77002";"Amillis";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;1;2;4;7;9;9;12;13;16;17;16;15;20
"77002";"Amillis";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;0;2;3;4;3;2;2;3;2;2;4;4;4;3
"77002";"Amillis";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"77002";"Amillis";"Diesel";"Non classé";"Professionel";"VUL";"VASP";0;1;1;1;1;1;1;1;1;1;0;0;0;0;0
"77002";"Amillis";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";0;0;0;0;1;1;2;4;3;3;3;1;1;1;1
"77002";"Amillis";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;1;1;1;2;1;1;2;3;2;3;2
"77002";"Amillis";"Diesel";"Crit'Air 5";"Particulier";"PL";"CAMION";0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
"77002";"Amillis";"Electrique";"Crit'Air E";"Professionel";"VUL";"CAMTTE";0;0;0;0;1;1;0;0;0;1;1;1;1;1;0
"77002";"Amillis";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;1;1;1;2;2;1;3;4;3;3
