"COMMUNE_CODE";"COMMUNE_NOM";"CARBURANT";"CRIT_AIR";"STATUT_UTILISATEUR";"GROUPE";"CATEGORIE";"PARC_2011";"PARC_2012";"PARC_2013";"PARC_2014";"PARC_2015";"PARC_2016";"PARC_2017";"PARC_2018";"PARC_2019";"PARC_2020";"PARC_2021";"PARC_2022";"PARC_2023";"PARC_2024";"PARC_2025"
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;1;3;4;4;5;8;8;9;9;10;10;11;13;14
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";4;3;2;3;2;5;6;4;4;3;4;3;3;3;3
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";3;5;6;8;11;12;11;9;9;8;10;9;10;9;7
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";3;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";9;10;9;11;13;13;14;14;11;11;11;11;10;10;9
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";5;7;5;5;5;6;6;5;5;4;2;2;1;1;0
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";20;18;17;15;15;13;17;15;14;7;5;2;1;2;2
"77089";"La Chapelle-Rablais";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";2;1;1;2;2;2;1;1;1;1;0;0;0;0;1
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";1;1;1;3;2;1;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Professionel";"VUL";"DERIVP";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";1;4;3;3;2;2;2;4;0;1;1;1;1;1;2
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;1;2;3;2;3;3;3;2;2;1;2;1;0;1
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";1;2;2;2;1;1;1;1;2;2;3;3;3;3;3
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";1;1;0;1;1;1;1;1;1;1;1;1;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";2;2;2;2;2;2;2;2;2;3;3;2;2;2;1
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";2;2;2;3;3;4;4;2;1;2;0;0;0;1;1
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Professionel";"VUL";"VASP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 2";"Professionel";"VP";"VP";1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;1;1;1;1;0;0;0;1;3;4;5;5;6;6
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";1;1;1;1;1;1;1;1;1;1;0;0;1;1;1
"77089";"La Chapelle-Rablais";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";1;4;3;3;4;3;1;1;1;1;3;3;3;3;3
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";10;35;66;93;110;124;145;165;189;207;214;225;202;212;219
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";145;151;147;148;155;151;152;141;126;113;117;113;104;99;92
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";116;114;110;95;86;86;89;84;72;62;55;47;43;40;32
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";44;42;40;39;31;35;36;24;24;18;15;14;12;10;11
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Particulier";"VP";"VP";74;63;59;49;41;35;28;24;17;14;11;9;7;7;5
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";6;11;18;22;23;40;55;64;82;101;109;113;120;127;144
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";46;44;47;49;49;46;48;46;48;44;40;44;44;38;40
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";69;67;67;59;66;64;66;71;61;54;49;39;38;34;34
"77089";"La Chapelle-Rablais";"Essence";"Non classé";"Particulier";"VP";"VP";66;53;51;44;46;44;38;32;27;20;15;16;16;14;13
"77089";"La Chapelle-Rablais";"Inconnu";"Non classé";"Particulier";"VP";"VP";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Particulier";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Particulier";"PL";"CAMION";0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";0;1;1;0;0;0;1;1;1;1;1;1;1;1;1
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;1;2;2;3;5;7;9;12;9;10;11;10;12
"77089";"La Chapelle-Rablais";"Essence";"Non classé";"Professionel";"VUL";"CAMTTE";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;1;1;1;0;4;5;9;12;15;20;27;30;36
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 4";"Professionel";"VUL";"VASP";0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Particulier";"PL";"AUTREPL";0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";0;0;0;1;1;1;1;1;1;1;1;1;1;2;2
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;0;0;0;1;1;3;2;2;2;2;1;1;1;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;1;2;3;1;2;4;3;3;3;1;1
"77089";"La Chapelle-Rablais";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;1;1;1;1;1;5;7;18;22;23
"77089";"La Chapelle-Rablais";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;1;1;0;0;0;0;2;2;4;7
"77089";"La Chapelle-Rablais";"Diesel";"Non classé";"Professionel";"PL";"CAMION";0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;1;1;1;2;3;3;4;2;1
"77089";"La Chapelle-Rablais";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;1;1;1;2;2;1;2;2
"77089";"La Chapelle-Rablais";"Gaz";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;1;1;0;0;1;1;1;1;0
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 5";"Professionel";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 2";"Professionel";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;1;2;1;1;1;1
"77089";"La Chapelle-Rablais";"Diesel HNR";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
"77089";"La Chapelle-Rablais";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;2;2;2
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 3";"Professionel";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"77089";"La Chapelle-Rablais";"Electrique";"Crit'Air E";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 1";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"77089";"La Chapelle-Rablais";"Essence";"Non classé";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"77089";"La Chapelle-Rablais";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 5";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"77089";"La Chapelle-Rablais";"Essence";"Crit'Air 1";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"77089";"La Chapelle-Rablais";"Diesel";"Crit'Air 4";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"77090";"La Chapelle-Saint-Sulpice";"Inconnu";"Non classé";"Particulier";"VUL";"CAMTTE";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";1;2;1;2;1;1;2;1;1;1;1;0;1;1;1
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";4;5;5;5;4;5;5;5;4;3;3;2;3;4;2
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";4;5;4;4;4;3;5;5;3;3;3;2;3;2;2
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";4;4;5;4;3;3;3;3;4;2;3;3;1;1;1
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";7;4;4;5;4;4;4;4;3;4;1;1;1;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";1;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";1;0;0;0;0;0;0;0;0;1;0;0;1;1;1
"77090";"La Chapelle-Saint-Sulpice";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";0;2;4;4;7;10;8;11;16;20;24;26;29;29;34
"77090";"La Chapelle-Saint-Sulpice";"Essence";"Crit'Air 3";"Professionel";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";2;2;2;2;1;1;2;2;1;0;0;0;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";1;6;11;18;25;30;35;41;45;46;53;55;59;63;60
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";33;33;32;35;37;35;33;33;32;32;25;22;20;25;21
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";31;29;31;27;22;21;21;16;13;13;15;9;8;5;7
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";8;6;6;6;7;8;5;3;3;3;2;2;1;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Non classé";"Particulier";"VP";"VP";20;14;9;6;6;6;5;6;5;4;2;2;2;1;1
"77090";"La Chapelle-Saint-Sulpice";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";4;5;7;8;10;9;8;8;9;8;7;7;7;7;8
"77090";"La Chapelle-Saint-Sulpice";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";10;12;11;10;9;9;11;11;9;9;8;10;11;9;10
"77090";"La Chapelle-Saint-Sulpice";"Essence";"Non classé";"Particulier";"VP";"VP";19;16;12;10;12;11;13;10;8;8;4;4;4;3;2
"77090";"La Chapelle-Saint-Sulpice";"Inconnu";"Non classé";"Particulier";"VP";"VP";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;1;1;2;2;3;3;3;3;4;4;4;4;2
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";0;1;1;2;2;2;2;1;1;1;0;0;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";0;1;1;1;1;1;1;1;1;1;0;0;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;1;0;0;1;1;1;1;0;0;0;1;1
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;1;2;2;2;2;2;4;3;3;3;1;1
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;0;1;2;2;2;3;4;4;4;3;3;4
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;1;1;1;0;1;1;1
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;2;0;1;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel";"Crit'Air 3";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"77090";"La Chapelle-Saint-Sulpice";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"77090";"La Chapelle-Saint-Sulpice";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"77090";"La Chapelle-Saint-Sulpice";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;3;3
"77090";"La Chapelle-Saint-Sulpice";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"77090";"La Chapelle-Saint-Sulpice";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;3;4;5
"77091";"Les Chapelles-Bourbon";"Diesel";"Non classé";"Professionel";"PL";"AUTREPL";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 5";"Professionel";"PL";"CAMION";1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Non classé";"Professionel";"PL";"CAMION";1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Essence";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";1;1;1;2;3;3;3;4;4;3;7;6;5;5;4
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";1;2;6;2;3;3;5;4;3;6;4;5;4;3;2
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;2;4;4;6;8;9;10;9;18;17;19;19;16;19
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";10;14;15;6;4;2;3;2;2;0;0;3;3;3;3
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";9;5;4;1;3;3;2;1;1;0;1;1;1;1;1
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";3;2;2;1;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";2;2;2;0;0;0;2;1;2;1;1;0;1;1;1
"77091";"Les Chapelles-Bourbon";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";8;6;4;4;4;4;2;3;3;1;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Inconnu";"Inconnu";"Professionel";"VUL";"DERIVP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 5";"Professionel";"VUL";"DERIVP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";3;3;3;3;3;3;3;3;4;3;4;4;4;4;4
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";3;3;3;1;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";2;1;0;0;0;2;2;2;1;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";1;3;1;1;1;1;1;1;1;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";2;2;2;2;2;1;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";1;1;1;0;0;0;1;1;1;1;1;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 5";"Professionel";"VUL";"VASP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Inconnu";"Inconnu";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";4;4;2;2;2;2;1;1;1;2;2;2;2;4;5
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;2;3;6;8;7;8;6;8;7;7;5;4;4;5
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";5;17;34;43;58;64;79;92;93;107;100;99;96;93;91
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";3;2;3;3;2;2;2;2;1;1;1;2;2;2;2
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";66;70;74;69;64;60;60;57;52;52;54;45;43;36;30
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";48;40;37;33;36;33;26;29;24;14;15;14;11;9;8
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";20;19;14;16;13;11;11;9;9;9;7;5;4;3;3
"77091";"Les Chapelles-Bourbon";"Diesel";"Non classé";"Particulier";"VP";"VP";32;22;19;16;14;13;16;12;10;3;4;5;4;2;1
"77091";"Les Chapelles-Bourbon";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";1;2;5;9;13;20;28;38;55;60;68;66;73;86;90
"77091";"Les Chapelles-Bourbon";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";16;16;22;20;20;22;22;25;25;26;25;23;26;25;24
"77091";"Les Chapelles-Bourbon";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";34;36;31;27;21;24;28;26;27;20;18;16;16;19;14
"77091";"Les Chapelles-Bourbon";"Essence";"Non classé";"Particulier";"VP";"VP";28;25;18;13;15;15;12;9;7;6;5;9;7;5;6
"77091";"Les Chapelles-Bourbon";"Inconnu";"Non classé";"Particulier";"VP";"VP";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Inconnu";"Inconnu";"Particulier";"VP";"VP";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;1;1;1;1;1;4;6;8;10;10;12;17
"77091";"Les Chapelles-Bourbon";"Essence";"Crit'Air 3";"Professionel";"VP";"VP";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Non classé";"Professionel";"VUL";"DERIVP";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;1;1;1;1;2;3;2;3;3;3
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Professionel";"PL";"CAMION";0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
"77091";"Les Chapelles-Bourbon";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;0;1;1;1;0;0;3;8;8;8
"77091";"Les Chapelles-Bourbon";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;1;2;1;2;3;4
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;1;1;3;2;4;4;5;7
"77091";"Les Chapelles-Bourbon";"Essence";"Non classé";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
"77091";"Les Chapelles-Bourbon";"Essence";"Crit'Air 1";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"77091";"Les Chapelles-Bourbon";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;1;3;4;3
"77091";"Les Chapelles-Bourbon";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;1;2;4;4;5;4
"77091";"Les Chapelles-Bourbon";"Diesel HNR";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"77091";"Les Chapelles-Bourbon";"Essence";"Crit'Air 1";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;3;3;3;3
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Professionel";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;1;2;2
"77091";"Les Chapelles-Bourbon";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;2;2
"77091";"Les Chapelles-Bourbon";"Diesel HNR";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"77091";"Les Chapelles-Bourbon";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"77091";"Les Chapelles-Bourbon";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"77093";"La Chapelle-Moutils";"Essence";"Non classé";"Professionel";"VUL";"CAMTTE";1;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"77093";"La Chapelle-Moutils";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";1;1;0;0;2;2;2;2;0;0;0;0;0;0;0
"77093";"La Chapelle-Moutils";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";1;1;1;2;2;1;1;1;2;0;1;1;2;1;0
"77093";"La Chapelle-Moutils";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";1;2;1;1;1;1;1;1;1;2;3;2;2;2;3
"77093";"La Chapelle-Moutils";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";4;5;5;7;6;6;7;8;8;9;10;10;9;10;9
"77093";"La Chapelle-Moutils";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";8;7;7;8;7;6;9;8;7;6;6;7;4;3;5
"77093";"La Chapelle-Moutils";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";2;5;5;5;4;3;1;1;1;0;0;0;0;0;0
